fetched_at_utc,pmcid,version,pmid,title,license_code,is_manuscript,is_openaccess,journal,local_dir,objects
2026-09-15T08:18:03Z,PMC5986147,1,29864160,Myocardial infarction and alcohol consumption: A case-control study,CC BY,False,True,PLoS One. 2018 Jun 4;13(6):e0198129. doi: 10.1371/journal.pone.0198129,D:\medical_rag\data\pmc_oa\PMC5986147.1,txt(60417B);json(1385B)
2026-09-15T08:18:04Z,PMC10798730,1,38241529,Meta-analysis of risk factors for posttraumatic stress disorder in myocardial infarction,CC BY,False,True,Medicine (Baltimore). 2024 Jan 19;103(3):e36601. doi: 10.1097/MD.0000000000036601,D:\medical_rag\data\pmc_oa\PMC10798730.1,txt(36259B);json(1237B)
2026-09-15T08:18:05Z,PMC10380655,1,37511203,Myocardial Infarction Susceptibility and the MTNR1B Polymorphisms,CC BY,False,True,Int J Mol Sci. 2023 Jul 14;24(14):11444. doi: 10.3390/ijms241411444,D:\medical_rag\data\pmc_oa\PMC10380655.1,txt(52505B);json(877B)
2026-09-15T08:18:06Z,PMC2855565,1,20350309,Cardiovascular magnetic resonance of the myocardium at risk in acute reperfused myocardial infarction: comparison of T2-weighted imaging versus the circumferential endocardial extent of late gadoliniu,CC BY,False,True,J Cardiovasc Magn Reson. 2010 Mar 29;12(1):18. doi: 10.1186/1532-429X-12-18,D:\medical_rag\data\pmc_oa\PMC2855565.1,txt(35734B);json(1457B)
2026-09-15T08:18:07Z,PMC10202804,1,37169863,Machine learning for diagnosis of myocardial infarction using cardiac troponin concentrations,CC BY,False,True,Nat Med. 2023 May 11;29(5):1201–10. doi: 10.1038/s41591-023-02325-4,D:\medical_rag\data\pmc_oa\PMC10202804.1,txt(98802B);json(2788B)
2026-09-15T08:18:07Z,PMC7598962,1,33118752,Type 2 Myocardial Infarction Resulted from the Left Thoracic Stomach,CC BY,False,True,Braz J Cardiovasc Surg. 2020 Sep-Oct;35(5):838–40. doi: 10.21470/1678-9741-2019-0208,D:\medical_rag\data\pmc_oa\PMC7598962.1,txt(6840B);json(900B)
2026-09-15T08:18:09Z,PMC4498787,1,26161850,Agreement between Myocardial Infarction Patients and Their Spouses on Reporting of Data on 82 Cardiovascular Risk Exposures,CC BY,False,True,PLoS One. 2015 Jul 10;10(7):e0132601. doi: 10.1371/journal.pone.0132601,D:\medical_rag\data\pmc_oa\PMC4498787.1,txt(52042B);json(1850B)
2026-09-15T08:18:10Z,PMC4016044,1,24816222,Acute Myocardial Infarction in Sub-Saharan Africa: The Need for Data,CC BY,False,True,PLoS One. 2014 May 9;9(5):e96688. doi: 10.1371/journal.pone.0096688,D:\medical_rag\data\pmc_oa\PMC4016044.1,txt(33447B);json(1486B)
2026-09-15T08:18:10Z,PMC9668925,1,36383299,"Elevated platelet–leukocyte complexes are associated with, but dispensable for myocardial ischemia–reperfusion injury",CC BY,False,True,Basic Res Cardiol. 2022 Nov 16;117(1):61. doi: 10.1007/s00395-022-00970-3,D:\medical_rag\data\pmc_oa\PMC9668925.1,txt(55566B);json(1365B)
2026-09-15T08:18:11Z,PMC5966768,1,29351451,Guidelines for experimental models of myocardial ischemia and infarction,CC BY,False,True,Am J Physiol Heart Circ Physiol. 2018 Jan 12;314(4):H812–38. doi: 10.1152/ajpheart.00335.2017,D:\medical_rag\data\pmc_oa\PMC5966768.1,txt(199843B);json(803B)
2026-09-15T08:18:13Z,PMC4259326,1,25486250,A Clinical Index to Predict Progression from Mild Cognitive Impairment to Dementia Due to Alzheimer's Disease,CC0,False,True,PLoS One. 2014 Dec 8;9(12):e113535. doi: 10.1371/journal.pone.0113535,D:\medical_rag\data\pmc_oa\PMC4259326.1,txt(45028B);json(1425B)
2026-09-15T08:18:13Z,PMC10965088,1,38530836,A deeply supervised adaptable neural network for diagnosis and classification of Alzheimer’s severity using multitask feature extraction,CC0,False,True,PLoS One. 2024 Mar 26;19(3):e0297996. doi: 10.1371/journal.pone.0297996,D:\medical_rag\data\pmc_oa\PMC10965088.1,txt(110104B);json(3103B)
2026-09-15T08:18:14Z,PMC11135165,1,38812709,Alcohol Use Disorder and Dementia: A Review,CC0,False,True,Alcohol Res. 2024 May 23;44(1):03. doi: 10.35946/arcr.v44.1.03,D:\medical_rag\data\pmc_oa\PMC11135165.1,txt(141037B);json(722B)
2026-09-15T08:18:14Z,PMC5371492,1,28328855,"Head-to-head comparison of 11C-PiB and 18F-FC119S for Aβ imaging in healthy subjects, mild cognitive impairment patients, and Alzheimer's disease patients",CC BY-ND,False,True,Medicine (Baltimore). 2017 Mar 24;96(12):e6441. doi: 10.1097/MD.0000000000006441,D:\medical_rag\data\pmc_oa\PMC5371492.1,txt(34400B);json(1491B)
2026-09-15T08:18:16Z,PMC9129905,1,35587456,"Modifiable Risk Factors for Alzheimer Disease and Related Dementias Among Adults Aged ≥45 Years — United States, 2019",CC0,False,True,MMWR Morb Mortal Wkly Rep. 2022 May 20;71(20):680–5. doi: 10.15585/mmwr.mm7120a2,D:\medical_rag\data\pmc_oa\PMC9129905.1,txt(32838B);json(931B)
2026-09-15T08:18:17Z,PMC4422624,1,25946191,Reduced CSF Water Influx in Alzheimer’s Disease Supporting the β-Amyloid Clearance Hypothesis,CC0,False,True,PLoS One. 2015 May 6;10(5):e0123708. doi: 10.1371/journal.pone.0123708,D:\medical_rag\data\pmc_oa\PMC4422624.1,txt(23031B);json(1311B)
2026-09-15T08:18:17Z,PMC4872999,1,27196068,ABCG1 and ABCG4 Suppress γ-Secretase Activity and Amyloid β Production,CC0,False,True,PLoS One. 2016 May 19;11(5):e0155400. doi: 10.1371/journal.pone.0155400,D:\medical_rag\data\pmc_oa\PMC4872999.1,txt(65379B);json(2197B)
2026-09-15T08:18:17Z,PMC4554129,1,26222866,Brain Metabolism of Less-Educated Patients With Alzheimer Dementia Studied by Positron Emission Tomography,CC BY-ND,False,True,Medicine (Baltimore). 2015 Jul 31;94(30):e1252. doi: 10.1097/MD.0000000000001252,D:\medical_rag\data\pmc_oa\PMC4554129.1,txt(26987B);json(1238B)
2026-09-15T08:18:19Z,PMC3826736,1,24250789,Alzheimer's Disease Risk Assessment Using Large-Scale Machine Learning Methods,CC0,False,True,PLoS One. 2013 Nov 8;8(11):e77949. doi: 10.1371/journal.pone.0077949,D:\medical_rag\data\pmc_oa\PMC3826736.1,txt(66704B);json(4322B)
2026-09-15T08:18:20Z,PMC5349685,1,28291839,Microstructural white matter alterations in preclinical Alzheimer’s disease detected using free water elimination diffusion tensor imaging,CC0,False,True,PLoS One. 2017 Mar 14;12(3):e0173982. doi: 10.1371/journal.pone.0173982,D:\medical_rag\data\pmc_oa\PMC5349685.1,txt(74400B);json(2568B)
2026-09-15T08:18:20Z,PMC11300943,1,39114632,The Effect of Bone Marrow Mesenchymal Stem Cells on Nestin and Sox-2 Gene Expression and Spatial Learning (Percent Alternation Y-Maze Test) against AlCl3-Induced Alzheimer’s-like Pathology in a Rat Mo,CC BY-ND,False,True,Iran J Med Sci. 2024 Jul 1;49(7):441–9. doi: 10.30476/ijms.2023.98912.3104,D:\medical_rag\data\pmc_oa\PMC11300943.1,txt(35485B);json(1338B)
2026-09-15T08:18:21Z,PMC5784884,1,29370177,Brain and blood metabolite signatures of pathology and progression in Alzheimer disease: A targeted metabolomics study,CC0,False,True,PLoS Med. 2018 Jan 25;15(1):e1002482. doi: 10.1371/journal.pmed.1002482,D:\medical_rag\data\pmc_oa\PMC5784884.1,txt(114717B);json(3065B)
2026-09-15T08:18:22Z,PMC4786976,1,26305859,Traffic-Related Air Pollution and Dementia Incidence in Northern Sweden: A Longitudinal Study,CC0,False,True,Environ Health Perspect. 2015 Jul 31;124(3):306–12. doi: 10.1289/ehp.1408322,D:\medical_rag\data\pmc_oa\PMC4786976.1,txt(52635B);json(1102B)
2026-09-15T08:18:23Z,PMC11801730,1,39913635,"The impact of apolipoprotein E, type ∊4 allele on Alzheimer’s disease pathological biomarkers: a comprehensive post-mortem pilot-analysis",CC0,False,True,PLoS One. 2025 Feb 6;20(2):e0303486. doi: 10.1371/journal.pone.0303486,D:\medical_rag\data\pmc_oa\PMC11801730.1,txt(61442B);json(1776B)
2026-09-15T08:18:23Z,PMC11340942,1,39172922,"Tamsulosin use in benign prostatic hyperplasia and risks of Parkinson’s disease, Alzheimer’s disease and mortality: An observational cohort study of elderly Medicare enrollees",CC0,False,True,PLoS One. 2024 Aug 22;19(8):e0309222. doi: 10.1371/journal.pone.0309222,D:\medical_rag\data\pmc_oa\PMC11340942.1,txt(55568B);json(1510B)
2026-09-15T08:18:24Z,PMC13249244,1,42682321,Proteome-wide genetic study identified therapeutic targets for early-onset and late-onset Alzheimer’s disease,CC BY-SA,False,True,Int J Surg. 2026 Mar 4;112(6):12666–78. doi: 10.1097/JS9.0000000000005020,D:\medical_rag\data\pmc_oa\PMC13249244.1,txt(67368B);json(1456B)
2026-09-15T08:18:25Z,PMC3454385,1,23028511,Plasma Based Markers of [11C] PiB-PET Brain Amyloid Burden,CC0,False,True,PLoS One. 2012 Sep 24;7(9):e44260. doi: 10.1371/journal.pone.0044260,D:\medical_rag\data\pmc_oa\PMC3454385.1,txt(63785B);json(1776B)
2026-09-15T08:18:26Z,PMC6705707,1,11910708,Alcohol Use and the Risk of Developing Alzheimer’s Disease,CC0,False,True,Alcohol Res Health. 2001;25(4):299–306.,D:\medical_rag\data\pmc_oa\PMC6705707.1,txt(45323B);json(814B)
2026-09-15T08:18:26Z,PMC4422728,1,25946042,Characterization of a Novel Mouse Model of Alzheimer’s Disease—Amyloid Pathology and Unique β-Amyloid Oligomer Profile,CC0,False,True,PLoS One. 2015 May 6;10(5):e0126317. doi: 10.1371/journal.pone.0126317,D:\medical_rag\data\pmc_oa\PMC4422728.1,txt(82995B);json(2348B)
2026-09-15T08:18:27Z,PMC5072721,1,27764101,Rare Functional Variant in TM2D3 is Associated with Late-Onset Alzheimer's Disease,CC0,False,True,PLoS Genet. 2016 Oct 20;12(10):e1006327. doi: 10.1371/journal.pgen.1006327,D:\medical_rag\data\pmc_oa\PMC5072721.1,txt(63949B);json(2313B)
2026-09-15T08:18:28Z,PMC5360226,1,28323825,Association between fatty acid metabolism in the brain and Alzheimer disease neuropathology and cognitive performance: A nontargeted metabolomic study,CC0,False,True,PLoS Med. 2017 Mar 21;14(3):e1002266. doi: 10.1371/journal.pmed.1002266,D:\medical_rag\data\pmc_oa\PMC5360226.1,txt(68473B);json(2889B)
2026-09-15T08:18:29Z,PMC3860441,1,23584752,Systems Biology in the study of Neurological Disorders: Focus on Alzheimer’s Disease,CC0,False,True,Alcohol Res Health. 2008;31(1):60–5.,D:\medical_rag\data\pmc_oa\PMC3860441.1,txt(33222B);json(714B)
2026-09-15T08:18:30Z,PMC10980014,2,38559190,An integrative systems-biology approach defines mechanisms of Alzheimer’s disease neurodegeneration,CC BY-ND,False,True,bioRxiv. 2024 Oct 9:2024.03.17.585262. Originally published 2024 Mar 17. Preprint. [Version 2] doi: 10.1101/2024.03.17.585262,D:\medical_rag\data\pmc_oa\PMC10980014.2,txt(142382B);json(3437B)
2026-09-15T08:18:30Z,PMC3966818,1,24671215,Molecular Topology as Novel Strategy for Discovery of Drugs with Aβ Lowering and Anti-Aggregation Dual Activities for Alzheimer’s Disease,CC0,False,True,PLoS One. 2014 Mar 26;9(3):e92750. doi: 10.1371/journal.pone.0092750,D:\medical_rag\data\pmc_oa\PMC3966818.1,txt(37154B);json(1455B)
2026-09-15T08:18:31Z,PMC5266065,1,27930593,Usefulness of 3-dimensional stereotactic surface projection FDG PET images for the diagnosis of dementia,CC BY-ND,False,True,Medicine (Baltimore). 2016 Dec 9;95(49):e5622. doi: 10.1097/MD.0000000000005622,D:\medical_rag\data\pmc_oa\PMC5266065.1,txt(31584B);json(1643B)
2026-09-15T08:18:32Z,PMC3009734,1,21203469,Loss of Caveolin-1 Accelerates Neurodegeneration and Aging,CC0,False,True,PLoS One. 2010 Dec 23;5(12):e15697. doi: 10.1371/journal.pone.0015697,D:\medical_rag\data\pmc_oa\PMC3009734.1,txt(56615B);json(1474B)
2026-09-15T08:18:33Z,PMC11260076,1,39035166,Secretomic changes of amyloid beta peptides on Alzheimer’s disease related proteins in differentiated human SH-SY5Y neuroblastoma cells,CC0,False,True,PeerJ. 2024 Jul 17;12:e17732. doi: 10.7717/peerj.17732,D:\medical_rag\data\pmc_oa\PMC11260076.1,txt(55795B);json(1765B)
2026-09-15T08:18:33Z,PMC12140463,1,40264334,P-glycoprotein and Alzheimer’s Disease: Threats and Opportunities,CC0,False,True,ASN Neuro. 2025 Apr 23;17(1):2495632. doi: 10.1080/17590914.2025.2495632,D:\medical_rag\data\pmc_oa\PMC12140463.1,txt(83526B);json(1001B)
2026-09-15T08:18:35Z,PMC2453232,1,18648646,iTRAQ Analysis of Complex Proteome Alterations in 3xTgAD Alzheimer's Mice: Understanding the Interface between Physiology and Disease,CC0,False,True,PLoS One. 2008 Jul 23;3(7):e2750. doi: 10.1371/journal.pone.0002750,D:\medical_rag\data\pmc_oa\PMC2453232.1,txt(90095B);json(2759B)
2026-09-15T08:18:36Z,PMC11892870,1,40063637,"Kaempferia parviflora extract and its methoxyflavones as potential anti-Alzheimer assessing in vitro, integrated computational approach, and in vivo impact on behaviour in scopolamine-induced amnesic ",CC0,False,True,PLoS One. 2025 Mar 10;20(3):e0316888. doi: 10.1371/journal.pone.0316888,D:\medical_rag\data\pmc_oa\PMC11892870.1,txt(90697B);json(3778B)
2026-09-15T08:18:36Z,PMC4454597,1,26038823,Neuronal Cx3cr1 Deficiency Protects against Amyloid β-Induced Neurotoxicity,CC0,False,True,PLoS One. 2015 Jun 3;10(6):e0127730. doi: 10.1371/journal.pone.0127730,D:\medical_rag\data\pmc_oa\PMC4454597.1,txt(72832B);json(1998B)
2026-09-15T08:18:37Z,PMC2831070,1,20209083,Genetic Variability in CLU and Its Association with Alzheimer's Disease,CC0,False,True,PLoS One. 2010 Mar 3;5(3):e9510. doi: 10.1371/journal.pone.0009510,D:\medical_rag\data\pmc_oa\PMC2831070.1,txt(36743B);json(1282B)
2026-09-15T08:18:38Z,PMC4593589,1,26436670,"Oral TNFα Modulation Alters Neutrophil Infiltration, Improves Cognition and Diminishes Tau and Amyloid Pathology in the 3xTgAD Mouse Model",CC0,False,True,PLoS One. 2015 Oct 5;10(10):e0137305. doi: 10.1371/journal.pone.0137305,D:\medical_rag\data\pmc_oa\PMC4593589.1,txt(85720B);json(2567B)
2026-09-15T08:18:39Z,PMC3244409,1,22205954,Plasma Biomarkers of Brain Atrophy in Alzheimer's Disease,CC0,False,True,PLoS One. 2011 Dec 21;6(12):e28527. doi: 10.1371/journal.pone.0028527,D:\medical_rag\data\pmc_oa\PMC3244409.1,txt(38589B);json(1574B)
2026-09-15T08:18:42Z,PMC6980611,1,31978088,Redefining transcriptional regulation of the APOE gene and its association with Alzheimer’s disease,CC0,False,True,PLoS One. 2020 Jan 24;15(1):e0227667. doi: 10.1371/journal.pone.0227667,D:\medical_rag\data\pmc_oa\PMC6980611.1,txt(98970B);json(2429B)
2026-09-15T08:18:42Z,PMC5507536,1,28700589,ANK1 is up-regulated in laser captured microglia in Alzheimer’s brain; the importance of addressing cellular heterogeneity,CC0,False,True,PLoS One. 2017 Jul 12;12(7):e0177814. doi: 10.1371/journal.pone.0177814,D:\medical_rag\data\pmc_oa\PMC5507536.1,txt(39737B);json(1542B)
2026-09-15T08:18:43Z,PMC4889076,1,27249223,Influence of Coding Variability in APP-Aβ Metabolism Genes in Sporadic Alzheimer’s Disease,CC0,False,True,PLoS One. 2016 Jun 1;11(6):e0150079. doi: 10.1371/journal.pone.0150079,D:\medical_rag\data\pmc_oa\PMC4889076.1,txt(54998B);json(1819B)
2026-09-15T08:18:45Z,PMC3124550,1,21738757,Amitriptyline-Mediated Cognitive Enhancement in Aged 3×Tg Alzheimer's Disease Mice Is Associated with Neurogenesis and Neurotrophic Activity,CC0,False,True,PLoS One. 2011 Jun 27;6(6):e21660. doi: 10.1371/journal.pone.0021660,D:\medical_rag\data\pmc_oa\PMC3124550.1,txt(68156B);json(1859B)
2026-09-15T08:18:45Z,PMC3559887,1,23382994,"Neurotrophic and Neuroprotective Actions of (−)- and (+)-Phenserine, Candidate Drugs for Alzheimer’s Disease",CC0,False,True,PLoS One. 2013 Jan 30;8(1):e54887. doi: 10.1371/journal.pone.0054887,D:\medical_rag\data\pmc_oa\PMC3559887.1,txt(53079B);json(1427B)
2026-09-15T08:18:46Z,PMC6980402,1,31978055,Dysregulation of multiple metabolic networks related to brain transmethylation and polyamine pathways in Alzheimer disease: A targeted metabolomic and transcriptomic study,CC0,False,True,PLoS Med. 2020 Jan 24;17(1):e1003012. doi: 10.1371/journal.pmed.1003012,D:\medical_rag\data\pmc_oa\PMC6980402.1,txt(106340B);json(2806B)
2026-09-15T08:18:46Z,PMC3946345,1,24603951,Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease,CC0,False,True,PLoS One. 2014 Mar 6;9(3):e91160. doi: 10.1371/journal.pone.0091160,D:\medical_rag\data\pmc_oa\PMC3946345.1,txt(46945B);json(2213B)
2026-09-15T08:18:48Z,PMC3900389,1,24465216,"A Neurotoxic Glycerophosphocholine Impacts PtdIns-4, 5-Bisphosphate and TORC2 Signaling by Altering Ceramide Biosynthesis in Yeast",CC0,False,True,PLoS Genet. 2014 Jan 23;10(1):e1004010. doi: 10.1371/journal.pgen.1004010,D:\medical_rag\data\pmc_oa\PMC3900389.1,txt(72546B);json(2560B)
2026-09-15T08:18:48Z,PMC5614644,1,28950005,CCL11 is increased in the CNS in chronic traumatic encephalopathy but not in Alzheimer’s disease,CC0,False,True,PLoS One. 2017 Sep 26;12(9):e0185541. doi: 10.1371/journal.pone.0185541,D:\medical_rag\data\pmc_oa\PMC5614644.1,txt(56347B);json(1213B)
2026-09-15T08:18:49Z,PMC7179879,1,32324741,Self-reported health behaviors and longitudinal cognitive performance in late middle age: Results from the Wisconsin Registry for Alzheimer’s Prevention,CC0,False,True,PLoS One. 2020 Apr 23;15(4):e0221985. doi: 10.1371/journal.pone.0221985,D:\medical_rag\data\pmc_oa\PMC7179879.1,txt(65567B);json(2080B)
2026-09-15T08:18:49Z,PMC12352845,1,40811673,Cannabidiol improves learning and memory deficits and alleviates anxiety in 12-month-old SAMP8 mice,CC0,False,True,PLoS One. 2025 Aug 14;20(8):e0296586. doi: 10.1371/journal.pone.0296586,D:\medical_rag\data\pmc_oa\PMC12352845.1,txt(54712B);json(1328B)
2026-09-15T08:18:51Z,PMC4648559,1,26575486,Iron Chelation Inhibits Osteoclastic Differentiation In Vitro and in Tg2576 Mouse Model of Alzheimer’s Disease,CC0,False,True,PLoS One. 2015 Nov 17;10(11):e0139395. doi: 10.1371/journal.pone.0139395,D:\medical_rag\data\pmc_oa\PMC4648559.1,txt(45409B);json(1733B)
2026-09-15T08:18:52Z,PMC2519786,1,18769546,Mechanisms of Hybrid Oligomer Formation in the Pathogenesis of Combined Alzheimer's and Parkinson's Diseases,CC0,False,True,PLoS One. 2008 Sep 4;3(9):e3135. doi: 10.1371/journal.pone.0003135,D:\medical_rag\data\pmc_oa\PMC2519786.1,txt(94995B);json(684B)
2026-09-15T08:18:52Z,PMC9175339,1,35676711,Neuropathological and behavioral features of an APP/PS1/MAPT (6xTg) transgenic model of Alzheimer’s disease,CC BY,False,True,Mol Brain. 2022 Jun 8;15:51. doi: 10.1186/s13041-022-00933-8,D:\medical_rag\data\pmc_oa\PMC9175339.1,txt(60079B);json(1459B)
2026-09-15T08:18:53Z,PMC12280795,1,34101796,Diagnosis of Early Alzheimer's Disease: Clinical Practice in 2021,CC BY,False,True,J Prev Alzheimers Dis. 2021 Jun 9;8(3):371–86. doi: 10.14283/jpad.2021.23,D:\medical_rag\data\pmc_oa\PMC12280795.1,txt(94987B);json(1047B)
2026-09-15T08:18:54Z,PMC13061220,1,41950270,White matter microstructure disruption associated with PET and cognitive impairment in Alzheimer’s disease,CC0,False,True,PLoS One. 2026 Apr 8;21(4):e0346661. doi: 10.1371/journal.pone.0346661,D:\medical_rag\data\pmc_oa\PMC13061220.1,txt(59079B);json(1851B)
2026-09-15T08:18:55Z,PMC6211704,1,30383799,Parahippocampal gyrus expression of endothelial and insulin receptor signaling pathway genes is modulated by Alzheimer’s disease and normalized by treatment with anti-diabetic agents,CC0,False,True,PLoS One. 2018 Nov 1;13(11):e0206547. doi: 10.1371/journal.pone.0206547,D:\medical_rag\data\pmc_oa\PMC6211704.1,txt(67170B);json(2109B)
2026-09-15T08:18:56Z,PMC11583597,1,38095516,"Brain uptake pharmacokinetics of albiglutide, dulaglutide, tirzepatide, and DA5-CH in the search for new treatments of Alzheimer’s and Parkinson’s diseases",CC0,False,True,Tissue Barriers. 2023 Dec 14;12(4):2292461. doi: 10.1080/21688370.2023.2292461,D:\medical_rag\data\pmc_oa\PMC11583597.1,txt(88604B);json(2278B)
2026-09-15T08:18:56Z,PMC5531470,1,28750017,Corticotropin-releasing factor receptor-1 modulates biomarkers of DNA oxidation in Alzheimer’s disease mice,CC0,False,True,PLoS One. 2017 Jul 27;12(7):e0181367. doi: 10.1371/journal.pone.0181367,D:\medical_rag\data\pmc_oa\PMC5531470.1,txt(43897B);json(1527B)
2026-09-15T08:18:57Z,PMC8018890,1,33597269,Zinc Status Alters Alzheimer's Disease Progression through NLRP3-Dependent Inflammation,CC BY,False,True,J Neurosci. 2021 Mar 31;41(13):3025–38. doi: 10.1523/JNEUROSCI.1980-20.2020,D:\medical_rag\data\pmc_oa\PMC8018890.1,txt(79671B);json(1418B)
2026-09-15T08:18:58Z,PMC10269592,1,37191572,Improvement in Zebrafish with Diabetes and Alzheimer's Disease Treated with Pasteurized Akkermansia muciniphila,CC BY,False,True,Microbiol Spectr. 2023 May 16;11(3):e00849-23. doi: 10.1128/spectrum.00849-23,D:\medical_rag\data\pmc_oa\PMC10269592.1,txt(63480B);json(2338B)
2026-09-15T08:18:59Z,PMC3623866,1,23593485,Mass Spectrometry Quantification Revealed Accumulation of C-Terminal Fragment of Apolipoprotein E in the Alzheimer's Frontal Cortex,CC0,False,True,PLoS One. 2013 Apr 11;8(4):e61498. doi: 10.1371/journal.pone.0061498,D:\medical_rag\data\pmc_oa\PMC3623866.1,txt(31040B);json(1650B)
2026-09-15T08:18:59Z,PMC12280729,1,34101789,The Epidemiology of Alzheimer's Disease Modifiable Risk Factors and Prevention,CC BY,False,True,J Prev Alzheimers Dis. 2021 Apr 10;8(3):313–21. doi: 10.14283/jpad.2021.15,D:\medical_rag\data\pmc_oa\PMC12280729.1,txt(67541B);json(1062B)
2026-09-15T08:19:01Z,PMC5224976,1,28072821,"Maysin and Its Flavonoid Derivative from Centipedegrass Attenuates Amyloid Plaques by Inducting Humoral Immune Response with Th2 Skewed Cytokine Response in the Tg (APPswe, PS1dE9) Alzheimer’s Mouse M",CC0,False,True,PLoS One. 2017 Jan 10;12(1):e0169509. doi: 10.1371/journal.pone.0169509,D:\medical_rag\data\pmc_oa\PMC5224976.1,txt(70086B);json(1523B)
2026-09-15T08:19:01Z,PMC3172237,1,21931736,"CHD5, a Brain-Specific Paralog of Mi2 Chromatin Remodeling Enzymes, Regulates Expression of Neuronal Genes",CC0,False,True,PLoS One. 2011 Sep 13;6(9):e24515. doi: 10.1371/journal.pone.0024515,D:\medical_rag\data\pmc_oa\PMC3172237.1,txt(55516B);json(2332B)
2026-09-15T08:19:02Z,PMC4666664,1,26625115,Can Genetic Analysis of Putative Blood Alzheimer’s Disease Biomarkers Lead to Identification of Susceptibility Loci?,CC0,False,True,PLoS One. 2015 Dec 1;10(12):e0142360. doi: 10.1371/journal.pone.0142360,D:\medical_rag\data\pmc_oa\PMC4666664.1,txt(66069B);json(1839B)
2026-09-15T08:19:02Z,PMC11643159,1,39677464,Alzheimer’s Disease Sequencing Project Release 4 Whole Genome Sequencing Dataset,CC BY-ND,False,True,medRxiv. 2024 Dec 6:2024.12.03.24317000. Preprint. [Version 1] doi: 10.1101/2024.12.03.24317000,D:\medical_rag\data\pmc_oa\PMC11643159.1,txt(107029B);json(1958B)
2026-09-15T08:19:04Z,PMC10426223,1,37580797,"Cathepsin B abundance, activity and microglial localisation in Alzheimer’s disease-Down syndrome and early onset Alzheimer’s disease; the role of elevated cystatin B",CC BY,False,True,Acta Neuropathol Commun. 2023 Aug 14;11:132. doi: 10.1186/s40478-023-01632-8,D:\medical_rag\data\pmc_oa\PMC10426223.1,txt(83037B);json(1663B)
2026-09-15T08:19:04Z,PMC11483014,3,39417134,NIAGADS: A Comprehensive National Data Repository for Alzheimer’s Disease and Related Dementia Genetics and Genomics Research,CC BY-ND,False,True,medRxiv. 2024 Dec 7:2024.10.07.24315029. Preprint. [Version 3] doi: 10.1101/2024.10.07.24315029,D:\medical_rag\data\pmc_oa\PMC11483014.3,txt(92441B);json(2028B)
2026-09-15T08:19:05Z,PMC5048479,1,27716408,The pre-synaptic vesicle protein synaptotagmin is a novel biomarker for Alzheimer’s disease,CC BY,False,True,Alzheimers Res Ther. 2016 Oct 3;8:41. doi: 10.1186/s13195-016-0208-8,D:\medical_rag\data\pmc_oa\PMC5048479.1,txt(47789B);json(1126B)
2026-09-15T08:19:05Z,PMC4404276,1,25890375,Rodent models of neuroinflammation for Alzheimer’s disease,CC BY,False,True,J Neuroinflammation. 2015 Apr 17;12:74. doi: 10.1186/s12974-015-0291-y,D:\medical_rag\data\pmc_oa\PMC4404276.1,txt(90600B);json(877B)
2026-09-15T08:19:07Z,PMC5888938,1,29462334,Left frontal hub connectivity delays cognitive impairment in autosomal-dominant and sporadic Alzheimer’s disease,CC BY,False,True,Brain. 2018 Feb 15;141(4):1186–200. doi: 10.1093/brain/awy008,D:\medical_rag\data\pmc_oa\PMC5888938.1,txt(81054B);json(1547B)
2026-09-15T08:19:07Z,PMC10627647,1,37933065,The relationship between Alzheimer disease and thyroiditis: A two-sample Mendelian randomization study,CC BY,False,True,Medicine (Baltimore). 2023 Nov 3;102(44):e35712. doi: 10.1097/MD.0000000000035712,D:\medical_rag\data\pmc_oa\PMC10627647.1,txt(27516B);json(1463B)
2026-09-15T08:19:09Z,PMC3741956,1,23984328,Genetics of Alzheimer's Disease,CC BY,False,True,Biomed Res Int. 2013 Jul 25;2013:254954. doi: 10.1155/2013/254954,D:\medical_rag\data\pmc_oa\PMC3741956.1,txt(79145B);json(705B)
2026-09-15T08:19:09Z,PMC8759265,1,35027079,Plasma Lipocalin 2 in Alzheimer’s disease: potential utility in the differential diagnosis and relationship with other biomarkers,CC BY,False,True,Alzheimers Res Ther. 2022 Jan 13;14:9. doi: 10.1186/s13195-021-00955-9,D:\medical_rag\data\pmc_oa\PMC8759265.1,txt(59551B);json(1274B)
2026-09-15T08:19:10Z,PMC2649159,1,19228370,Recent developments in Alzheimer's disease therapeutics,CC BY,False,True,BMC Med. 2009 Feb 19;7:7. doi: 10.1186/1741-7015-7-7,D:\medical_rag\data\pmc_oa\PMC2649159.1,txt(19327B);json(718B)
2026-09-15T08:19:11Z,PMC10994526,1,37831661,Uncovering the distinct macro-scale anatomy of dysexecutive and behavioural degenerative diseases,CC BY,False,True,Brain. 2023 Oct 13;147(4):1483–96. doi: 10.1093/brain/awad356,D:\medical_rag\data\pmc_oa\PMC10994526.1,txt(80228B);json(1289B)
2026-09-15T08:19:12Z,PMC4517989,1,25986155,Hearing Loss is Associated With Risk of Alzheimer’s Disease: A Case-Control Study in Older People,CC BY,False,True,J Epidemiol. 2015 Aug 5;25(8):517–21. doi: 10.2188/jea.JE20140147,D:\medical_rag\data\pmc_oa\PMC4517989.1,txt(27536B);json(778B)
