pmcid,title,lang,lines_full,chars_core,cjk_chars_core,cjk_ratio,tokens_full,tokens_body,tokens_core,chars_per_token_core,removed_pct,tail_cut,n_paras,para_tok_p50,para_tok_p90,para_tok_max,tab_lines
PMC12969435,Managing Acute Myocardial Infarction in Remote Oman: Real-world data f,en,292,28534,0,0.0,10036,9464,6768,4.216,32.6,True,77,46,198,381,51
PMC11353311,Impact of the COVID-19 Pandemic on the Diagnosis of Malignant Neoplasi,en,327,28597,0,0.0,10803,9982,6770,4.224,37.3,True,78,60,197,538,72
PMC11288809,Random forest model used to predict the medical out-of-pocket costs of,en,315,29633,0,0.0,11731,11073,6786,4.367,42.2,True,66,79,188,1135,60
PMC10278792,Association between Depressive Symptom Trajectory and Chronic Kidney D,en,324,27154,0,0.0,11601,10846,6810,3.987,41.3,True,56,67,278,703,38
PMC5591166,Global longitudinal strain predicts incident atrial fibrillation and s,en,190,28117,0,0.0,10275,9724,6826,4.119,33.6,True,51,17,352,1574,0
PMC6705707,Alcohol Use and the Risk of Developing Alzheimer’s Disease,en,211,30613,0,0.0,10865,10498,6830,4.482,37.1,True,51,123,292,453,6
PMC12067569,Psychological insulin resistance among patients with diabetes mellitus,en,363,30180,0,0.0,9134,8696,6834,4.416,25.2,True,109,39,151,608,71
PMC4894669,Etiology of endocrine arterial hypertensions: about a series of cases,en,203,24142,0,0.0,7326,6834,6834,3.533,6.7,False,63,21,368,1149,10
PMC8356939,Management of diabetes mellitus at the household level using community,en,254,30756,0,0.0,7336,6835,6835,4.5,6.8,False,62,53,310,636,71
PMC11711671,Atopic dermatitis and diabetes mellitus—is there a link?,en,231,26197,0,0.0,7448,6838,6838,3.831,8.2,False,58,24,182,3431,9
PMC5520342,Circulating sortilin level as a potential biomarker for coronary ather,en,300,25836,0,0.0,9616,8870,6862,3.765,28.6,True,69,24,292,573,68
PMC5105280,Obesity and diabetes mellitus association in rural community of Katana,en,357,26852,0,0.0,9481,8675,6867,3.91,27.6,True,100,44,167,802,57
PMC7400945,The Effects of Legume Consumption on Markers of Glycaemic Control in I,en,673,28920,0,0.0,17308,16793,6876,4.206,60.3,True,49,139,296,477,0
PMC11001573,Multifactorial prevention program for cardiovascular disease in primar,en,266,27759,0,0.0,9222,8553,6885,4.032,25.3,True,70,44,236,717,47
PMC1236936,Validation of self reported diagnosis of hypertension in a cohort of u,en,253,27881,0,0.0,7320,6905,6905,4.038,5.7,False,82,55,158,1450,41
PMC6594608,Oral extracellular vesicles in early pregnancy can identify patients a,en,267,27091,0,0.0,12127,10655,6906,3.923,43.1,True,63,72,294,344,20
PMC3713042,Assessment of the Magnitude of Contextual and Individual Demographic E,en,282,29584,0,0.0,10713,10068,6912,4.28,35.5,True,62,82,273,636,49
PMC4409366,Association between Inflammation and Cardiac Geometry in Chronic Kidne,en,299,23678,0,0.0,11901,10603,6919,3.422,41.9,True,53,81,292,636,61
PMC3117886,No Elevated Plasma Catecholamine Levels during Sleep in Newly Diagnose,en,194,28862,0,0.0,8778,8194,6920,4.171,21.2,True,49,95,340,510,17
PMC8610118,Identification of the function and mechanism of m6A reader IGF2BP2 in ,en,250,25915,0,0.0,13675,13101,6922,3.744,49.4,True,54,83,359,454,0
PMC11925477,Association between pre-existing cardiovascular risk factors and post-,en,286,29080,0,0.0,10922,10294,6928,4.197,36.6,True,67,80,239,380,49
PMC10315765,Metabolic reprogramming heterogeneity in chronic kidney disease,en,250,26794,0,0.0,14887,14300,6944,3.859,53.4,True,49,11,394,753,0
PMC5485944,Cholesterol Crystal Embolism and Chronic Kidney Disease,en,270,27651,0,0.0,12278,11867,6945,3.981,43.4,True,56,91,299,407,41
PMC4197296,Uncontrolled hypertension among hypertensive patients on treatment in ,en,229,30585,0,0.0,8767,8277,6951,4.4,20.7,True,57,127,243,329,36
PMC13229207,P2X7 receptor and neuroinflammation in neurodegenerative disorders: an,en,246,26915,0,0.0,11127,10540,6953,3.871,37.5,True,60,108,240,510,13
PMC11608614,"Reproducibility of daytime hypertension, night-time hypertension, and ",en,263,28742,0,0.0,10993,10457,6955,4.133,36.7,True,65,37,283,541,20
PMC1501045,Under- treatment and under diagnosis of hypertension: a serious proble,en,239,27811,0,0.0,7501,6962,6962,3.995,7.2,False,62,44,241,1782,49
PMC9954858,Machine Learning System for Lung Neoplasms Distinguished Based on Scle,en,251,28710,0,0.0,10449,9489,6977,4.115,33.2,True,67,98,216,410,20
PMC3850679,Vitamin D insufficiency and deficiency with stages of chronic kidney d,en,198,24165,0,0.0,7411,6983,6983,3.461,5.8,False,47,70,283,1873,33
PMC5131971,Are Urinary Tubular Injury Markers Useful in Chronic Kidney Disease? A,en,327,27017,0,0.0,10730,9756,6987,3.867,34.9,True,76,67,228,526,40
PMC4057506,"Cefepime neurotoxicity in the intensive care unit: a cause of severe, ",en,200,26898,0,0.0,7512,7005,7005,3.84,6.7,False,51,64,285,1413,31
PMC5079314,Risk of hospitalization for hypoglycemia among older Korean people wit,en,193,30837,0,0.0,9551,9071,7016,4.395,26.5,True,49,77,382,599,0
PMC10798730,Meta-analysis of risk factors for posttraumatic stress disorder in myo,en,304,29022,0,0.0,9025,8541,7024,4.132,22.2,True,99,13,194,530,33
PMC4818501,Mitochondrial DNA damage and vascular function in patients with diabet,en,250,27954,0,0.0,9425,8602,7028,3.978,25.4,True,50,79,370,700,55
PMC10455679,Assessment of Hypertensive Patients’ Complex Metabolic Status Using Da,en,273,30080,0,0.0,13251,12467,7032,4.278,46.9,True,52,116,309,428,0
PMC10133371,"Diabetes mellitus, coronary artery disease and heart disease (Update 2",en,206,27733,0,0.0,8016,7049,7049,3.934,12.1,False,51,52,260,1994,0
PMC10380655,Myocardial Infarction Susceptibility and the MTNR1B Polymorphisms,en,341,29285,0,0.0,14579,13853,7068,4.143,51.5,True,45,86,366,601,0
PMC5260128,Non-high-density lipoprotein cholesterol predicts nonfatal recurrent m,en,344,27499,0,0.0,11683,11045,7074,3.887,39.5,True,82,11,246,983,80
PMC12057956,Association between hypertension and self-perception of health status:,en,1073,29637,0,0.0,25568,24257,7083,4.184,72.3,True,59,103,251,506,122
PMC10343850,Prediction of miRNA–Disease Associations by Cascade Forest Model Based,en,340,27430,0,0.0,12389,11914,7089,3.869,42.8,True,82,57,202,523,0
PMC5675402,Increasing prevalence of diabetes mellitus in a developing country and,en,279,29709,0,0.0,9194,8397,7093,4.188,22.9,True,52,129,221,897,85
PMC12995263,Association Between Depression and Increased Odds of Inpatient Mortali,en,283,28323,0,0.0,10377,9755,7094,3.993,31.6,True,62,88,255,440,66
PMC2831070,Genetic Variability in CLU and Its Association with Alzheimer's Diseas,en,254,26640,0,0.0,10054,9332,7095,3.755,29.4,True,59,77,273,477,32
PMC8873103,The Relationship Between Diabetes Mellitus and Cancers and Its Underly,en,352,29461,0,0.0,20415,19910,7107,4.145,65.2,True,65,41,286,432,0
PMC3830791,Effects of Metoprolol and Nebivolol on Exercise Blood Pressure in Pati,en,216,26944,0,0.0,7488,7124,7124,3.782,4.9,False,42,113,290,2036,64
PMC7382460,Impact of an active lifestyle on heart rate variability and oxidative ,en,234,28312,0,0.0,9959,9301,7133,3.969,28.4,True,65,68,267,443,15
PMC4411519,Diabetes screening: a pending issue in hypertense/obese patients,en,308,27228,0,0.0,9631,9009,7137,3.815,25.9,True,97,14,191,612,38
PMC4569584,The Association of Handgrip Strength and Type 2 Diabetes Mellitus in S,en,288,29375,0,0.0,11411,10496,7147,4.11,37.4,True,60,88,248,810,50
PMC13037665,Computed Tomography-Guided Percutaneous Core Needle Biopsy of Lung Les,en,385,28905,0,0.0,10208,9511,7150,4.043,30.0,True,62,53,346,455,177
PMC10575723,Endogenous adenine mediates kidney injury in diabetic models and predi,en,312,26699,0,0.0,16427,13299,7165,3.726,56.4,True,48,116,336,605,0
PMC8776520,The Association of Lung Cancer and Sarcoidosis: A Systematic Review,en,176,29339,0,0.0,9119,8572,7168,4.093,21.4,True,41,36,388,1838,20
PMC10179038,Potential Biomarkers to Distinguish Type 1 Myocardial Infarction in Tr,en,315,28179,0,0.0,14913,14277,7175,3.927,51.9,True,50,119,331,440,0
PMC11267951,Dietary adherence and associated factors among hypertensive patients i,en,387,30471,0,0.0,12802,12185,7180,4.244,43.9,True,79,20,242,670,108
PMC8702745,Myocardial Infarction Complications After Surgery in Vietnam: Estimate,en,353,28572,0,0.0,10453,9643,7185,3.977,31.3,True,77,32,230,694,91
PMC7069391,Cerebral Blood Flow Response to Simulated Hypovolemia in Essential Hyp,en,275,28540,0,0.0,10983,10284,7196,3.966,34.5,True,77,54,242,360,0
PMC11965360,Global research trends of tumor microenvironment in non-small cell lun,en,286,28537,0,0.0,10808,10217,7239,3.942,33.0,True,70,36,271,1040,44
PMC4978855,Ethnic difference in the prevalence of pre-diabetes and diabetes melli,en,306,29670,0,0.0,9235,8727,7245,4.095,21.5,True,83,55,209,405,91
PMC8636005,Innate Lymphoid Cells and Myocardial Infarction,en,229,27895,0,0.0,12686,12083,7249,3.848,42.9,True,51,105,322,569,5
PMC10918930,A cross-sectional study determining prevalence and factors associated ,en,315,28141,0,0.0,11816,10772,7262,3.875,38.5,True,70,29,303,667,67
PMC4259326,A Clinical Index to Predict Progression from Mild Cognitive Impairment,en,320,31133,0,0.0,11324,10273,7263,4.287,35.9,True,69,103,230,407,66
PMC10266637,PTPN22 intron polymorphism rs1310182 (c.2054-852T>C) is associated wit,en,286,26694,0,0.0,12614,11570,7278,3.668,42.3,True,52,77,314,596,36
PMC5268044,EGFR-TKIs versus taxanes agents in therapy for nonsmall-cell lung canc,en,268,26901,0,0.0,12379,11725,7282,3.694,41.2,True,73,58,251,442,0
PMC11771898,Alzheimer’s disease image classification based on enhanced residual at,en,979,31359,0,0.0,18458,17431,7287,4.303,60.5,True,103,36,134,750,17
PMC12482560,GDF15 attenuates myocardial infarction-induced injury by preserving mi,en,242,28076,0,0.0,11927,11178,7290,3.851,38.9,True,68,23,305,531,0
PMC3937145,Effect of pegloticase on renal function in patients with chronic kidne,en,233,26315,0,0.0,7803,7295,7295,3.607,6.5,False,72,37,221,2041,15
PMC6515018,Regional Variation in Comorbid Prediabetes and Diabetes and Associated,en,357,31251,0,0.0,16361,15768,7295,4.284,55.4,True,54,111,274,776,0
PMC9411953,Analysis of Clinicopathologic Features of 9 Cases of SMARCA4-deficient,zh,238,14561,4612,0.317,9805,9139,7300,1.995,25.5,True,65,34,322,693,22
PMC11189917,Deep Ensemble learning and quantum machine learning approach for Alzhe,en,214,31331,0,0.0,9312,8817,7307,4.288,21.5,True,58,68,313,1050,32
PMC7222568,Impact of type 2 diabetes mellitus on mid-term mortality for hypertrop,en,353,28218,0,0.0,10350,9497,7309,3.861,29.4,True,95,14,244,628,81
PMC10754311,Post-Infarction Ventricular Septal Defect: A quarter century experienc,en,257,30095,0,0.0,10264,9871,7314,4.115,28.7,True,73,93,205,328,27
PMC8757580,Risk factors for type 1 and type 2 myocardial infarction,en,246,29861,0,0.0,13385,12316,7316,4.082,45.3,True,50,85,345,475,27
PMC8746801,Dietary Acid Load and Relationship with Albuminuria and Glomerular Fil,en,237,31272,0,0.0,11211,10630,7318,4.273,34.7,True,53,114,281,522,0
PMC6064622,Impact of serum cholesterol esterification rates on the development of,en,305,27390,0,0.0,10806,10207,7324,3.74,32.2,True,75,24,366,768,66
PMC11537125,Acetate-producing bacterium Paenibacillus odorifer hampers lung cancer,en,235,31422,0,0.0,12386,11644,7343,4.279,40.7,True,43,130,390,605,0
PMC6586400,Are associations between psychosocial stressors and incident lung canc,en,363,30766,0,0.0,11214,9901,7347,4.188,34.5,True,47,137,262,938,148
PMC3721881,Global cardiovascular risk profiles of untreated hypertensives in an u,en,271,31076,0,0.0,10247,9678,7348,4.229,28.3,True,64,119,212,319,60
PMC1361785,Left ventricular geometric patterns in newly presenting nigerian hyper,en,261,26935,0,0.0,7782,7351,7351,3.664,5.5,False,65,22,217,2418,51
PMC6393031,High red cell distribution width at the time of ST segment elevation m,en,248,27322,0,0.0,10984,10399,7354,3.715,33.0,True,73,67,250,465,0
PMC4381682,The Impact of Incarceration on Obesity: Are Prisoners with Chronic Dis,en,255,31099,0,0.0,7737,7359,7359,4.226,4.9,False,62,94,208,1583,72
PMC6202421,Prediction of potential disease-associated microRNAs by composite netw,en,254,23976,0,0.0,10961,10388,7359,3.258,32.9,True,62,82,293,483,0
PMC4203334,Overexpression of type VI collagen in neoplastic lung tissues,en,208,27734,0,0.0,11043,10449,7368,3.764,33.3,True,51,172,266,459,0
PMC10765730,In-hospital outcomes of transcatheter aortic valve replacement in pati,en,310,28525,0,0.0,11914,11148,7384,3.863,38.0,True,79,12,285,625,54
PMC5207550,Efficacy of an early home-based cardiac rehabilitation program for pat,en,256,31616,0,0.0,10285,9632,7389,4.279,28.2,True,81,29,256,460,0
PMC5405955,Transplantation of induced mesenchymal stem cells for treating chronic,en,295,28795,0,0.0,10495,9375,7403,3.89,29.5,True,78,66,220,610,20
PMC4222027,A multifaceted strategy using mobile technology to assist rural primar,en,261,32284,0,0.0,8057,7407,7407,4.359,8.1,False,89,20,180,1789,5
PMC11972561,Tumor marker elevations in chronic kidney disease: a retrospective stu,en,332,28046,0,0.0,10129,9539,7408,3.786,26.9,True,85,25,263,519,82
PMC11483014,NIAGADS: A Comprehensive National Data Repository for Alzheimer’s Dise,en,444,32226,0,0.0,25168,24419,7412,4.348,70.5,True,45,179,309,458,0
PMC13019561,Quantifying Change in Proteinuria After Acute Kidney Injury Among Pati,en,323,29086,0,0.0,11609,10912,7452,3.903,35.8,True,74,71,204,474,38
PMC10804508,The correlation between tumor radiological features and spread through,en,253,28939,0,0.0,10427,9456,7454,3.882,28.5,True,70,11,271,866,30
PMC4247067,Analysis on associated factors of uncontrolled hypertension among elde,en,369,28116,0,0.0,10476,9923,7470,3.764,28.7,True,87,29,200,1017,104
PMC10148459,Diagnostic accuracy of left atrial function and strain for differentia,en,296,28064,0,0.0,11750,11097,7479,3.752,36.3,True,72,29,296,634,56
PMC10056269,Current and Future Therapeutical Options in Alport Syndrome,en,269,29612,0,0.0,12721,12228,7483,3.957,41.2,True,72,91,272,451,22
PMC4085089,Gestational diabetes and risk of cardiovascular disease: a scoping rev,en,261,32600,0,0.0,9602,8954,7492,4.351,22.0,True,74,51,277,445,36
PMC4522127,Does oral sodium bicarbonate therapy improve function and quality of l,en,339,32511,0,0.0,10548,9807,7492,4.339,29.0,True,82,12,254,477,71
PMC8288490,Knockdown of Myeloid Cell Leukemia-1 by MicroRNA-101 Increases Sensiti,en,246,27687,0,0.0,10930,10394,7495,3.694,31.4,True,71,46,323,532,15
PMC6490907,Cardiovascular disease risk factor prevalence and estimated 10-year ca,en,374,29360,0,0.0,10745,9642,7498,3.916,30.2,True,66,59,239,968,128
PMC6723949,Polypharmacy in Type 2 Diabetes Mellitus: Insights from an Internal Me,en,261,29337,0,0.0,10322,9812,7499,3.912,27.3,True,54,51,395,845,75
PMC2287188,Association of dopaminergic pathway gene polymorphisms with chronic re,en,322,25305,0,0.0,10746,10308,7519,3.365,30.0,True,67,32,369,1174,82
PMC10134524,Diagnostic value of neutrophil gelatinase-associated lipocalin (NGAL) ,en,292,29375,0,0.0,10369,9505,7529,3.902,27.4,True,85,36,219,447,39
PMC3286451,Helicobacter pylori Seropositivity and Risk of Lung Cancer,en,254,27810,0,0.0,11093,10448,7574,3.672,31.7,True,49,116,341,485,50
PMC9517047,Potential Protective Role of Galectin-3 in Patients with Gonarthrosis ,en,280,27156,0,0.0,12845,12234,7575,3.585,41.0,True,59,70,320,701,53
PMC6510908,Association between serum Na–Cl level and renal function decline in ch,en,256,27351,0,0.0,9578,8934,7576,3.61,20.9,True,68,44,321,713,41
PMC5614644,CCL11 is increased in the CNS in chronic traumatic encephalopathy but ,en,240,30061,0,0.0,16106,14033,7589,3.961,52.9,True,49,121,342,610,4
PMC6930276,Intravoxel Incoherent Motion Magnetic Resonance Imaging with Integrate,en,166,29094,0,0.0,9947,9418,7601,3.828,23.6,True,40,122,522,912,9
PMC3464381,Metformin in non-Diabetic Patients Presenting with ST Elevation Myocar,en,285,30367,0,0.0,11170,10592,7627,3.982,31.7,True,81,43,234,1019,23
PMC6875401,Diabetes Mellitus among Adult Tuberculosis Patients Attending Tubercul,en,354,29701,0,0.0,7996,7633,7633,3.891,4.5,False,104,36,137,2157,105
PMC6400970,Optimal cardiac strategy based on the history of myocardial infarction,en,253,29921,0,0.0,9907,9372,7635,3.919,22.9,True,44,39,460,993,95
PMC3679066,"TUSC1, a Putative Tumor Suppressor Gene, Reduces Tumor Cell Growth In ",en,187,29511,0,0.0,10890,10202,7637,3.864,29.9,True,47,138,431,614,0
PMC5554219,Circulating CD40 and sCD40L Predict Changes in Renal Function in Subje,en,253,27162,0,0.0,10867,10344,7647,3.552,29.6,True,49,108,344,1099,44
PMC2430541,Endothelial nitric oxide synthase gene polymorphisms and cardiovascula,en,265,27819,0,0.0,8105,7654,7654,3.635,5.6,False,63,37,277,1601,91
PMC6982778,"8-Oxo-7,8-Dihydro-2′-Deoxyguanosine (8-oxodG) and 8-Hydroxy-2′-Deoxygu",en,272,29218,0,0.0,14459,13869,7669,3.81,47.0,True,64,99,264,433,12
PMC3210140,The effect of breast cancer awareness month on internet search activit,en,197,34629,0,0.0,8088,7677,7677,4.511,5.1,False,52,65,343,2116,13
PMC5531470,Corticotropin-releasing factor receptor-1 modulates biomarkers of DNA ,en,232,29385,0,0.0,12292,10939,7686,3.823,37.5,True,60,62,304,768,14
PMC4055488,Gene-Wide Analysis Detects Two New Susceptibility Genes for Alzheimer',en,682,27865,0,0.0,22314,11650,7699,3.619,65.5,True,58,87,295,736,23
PMC1247618,Lung Cancer in Railroad Workers Exposed to Diesel Exhaust,en,278,31129,0,0.0,11438,10771,7707,4.039,32.6,True,50,167,345,424,65
PMC6451770,Does pregnancy complication history improve cardiovascular disease ris,en,350,32545,0,0.0,15455,14158,7712,4.22,50.1,True,76,27,318,478,43
PMC9627198,Genetic risk score to improve prediction and treatment in gestational ,en,242,30264,0,0.0,13160,12640,7715,3.923,41.4,True,52,72,358,1173,22
PMC5464887,Identification of STXBP2 as a novel susceptibility locus for myocardia,en,249,26784,0,0.0,10883,10105,7718,3.47,29.1,True,51,80,506,699,40
PMC11016838,Medical Measures in Hypertensives Considered Resistant,en,339,32677,0,0.0,18093,17367,7742,4.221,57.2,True,61,52,349,631,65
PMC7907127,Choriocapillaris microvasculature dysfunction in systemic hypertension,en,272,30147,0,0.0,11266,10394,7754,3.888,31.2,True,65,83,323,460,33
PMC5882250,Long-Term Outcomes in Patients With Type 2 Myocardial Infarction and M,en,231,32109,0,0.0,11644,11088,7762,4.137,33.3,True,68,62,310,488,0
PMC8668094,Prevalence and predictive risk factors of hypertension in patients hos,en,955,32799,0,0.0,20094,18992,7771,4.221,61.3,True,65,88,296,602,92
PMC1877813,Does the aldosterone: renin ratio predict the efficacy of spironolacto,en,279,31573,0,0.0,8335,7783,7783,4.057,6.6,False,99,15,144,2224,0
PMC4803201,Health Insurance Coverage and Hypertension Control in China: Results f,en,413,31156,0,0.0,10835,10084,7785,4.002,28.1,True,63,77,272,1290,176
PMC6371567,sRAGE and early signs of cardiac target organ damage in mild hypertens,en,386,29250,0,0.0,11708,10939,7798,3.751,33.4,True,123,12,177,562,36
PMC11908747,Cutaneous manifestations of diabetes mellitus: a narrative review,en,266,31730,0,0.0,13645,12480,7806,4.065,42.8,True,59,117,278,762,12
PMC9424486,A meta-analysis of genome-wide gene expression differences identifies ,en,299,30497,0,0.0,11186,10326,7822,3.899,30.1,True,73,48,262,772,37
PMC13094361,Enhancing Diagnostic Pathways for Bronchopulmonary Neuroendocrine Tumo,en,302,33206,0,0.0,10285,9714,7823,4.245,23.9,True,69,91,270,565,79
PMC3598715,The prevalence of traditional herbal medicine use among hypertensives ,en,312,33420,0,0.0,8257,7825,7825,4.271,5.2,False,73,54,188,1885,91
PMC12051716,Exploring Knowledge of Hypertension and Treatment Adherence in Hyperte,en,316,34033,0,0.0,9431,8876,7841,4.34,16.9,True,68,54,274,398,116
PMC3569684,Long-term Exposure to PM2.5 and Incidence of Acute Myocardial Infarcti,en,207,32247,0,0.0,10535,9945,7864,4.101,25.4,True,45,188,306,666,34
PMC3600316,The Effect of Alpha-Lipoic Acid on Mitochondrial Superoxide and Glucoc,en,288,28592,0,0.0,12487,12060,7865,3.635,37.0,True,83,71,244,489,0
PMC4226256,Current ICD10 codes are insufficient to clearly distinguish acute myoc,en,201,30197,0,0.0,8326,7882,7882,3.831,5.3,False,52,71,310,1415,34
PMC11254288,Intentional wedge resection versus segmentectomy for ≤2 cm ground-glas,en,348,28979,0,0.0,11358,10594,7897,3.67,30.5,True,86,18,304,629,67
PMC10150103,Predictive model of diabetes mellitus in patients with idiopathic infl,en,340,31309,0,0.0,12328,11585,7901,3.963,35.9,True,60,64,300,1258,105
PMC9771776,High prevalence of dyslipidaemia among persons with diabetes mellitus ,en,390,31844,0,0.0,12687,11834,7903,4.029,37.7,True,102,13,206,437,72
PMC9127560,Association of Alzheimer Disease With Life Expectancy in People With D,en,389,34186,0,0.0,15716,13792,7920,4.316,49.6,True,101,21,213,331,0
PMC9129905,Modifiable Risk Factors for Alzheimer Disease and Related Dementias Am,en,242,27879,0,0.0,9021,8603,7921,3.52,12.2,True,56,50,284,2426,70
PMC9855828,CISD1 Is a Breast Cancer Prognostic Biomarker Associated with Diabetes,en,352,29135,0,0.0,11622,11113,7922,3.678,31.8,True,72,43,345,584,122
PMC4495630,Cardiovascular mortality among a cohort of hypertensive and normotensi,en,385,34568,0,0.0,11120,10549,7932,4.358,28.7,True,115,60,146,448,56
PMC12280729,The Epidemiology of Alzheimer's Disease Modifiable Risk Factors and Pr,en,317,34519,0,0.0,18031,17574,7945,4.345,55.9,True,73,63,282,391,0
PMC9368588,Effects of Tobacco Smoking on the Survivability of Patients with Multi,en,378,30129,0,0.0,11374,10823,7973,3.779,29.9,True,60,50,316,906,161
PMC3599954,Overt diabetes mellitus among newly diagnosed Ugandan tuberculosis pat,en,341,30849,0,0.0,8455,7978,7978,3.867,5.6,False,82,65,169,2055,93
PMC5299097,Assessment and classification of patients with myocardial injury and i,en,262,33281,0,0.0,11637,11137,8000,4.16,31.3,True,61,101,271,923,22
PMC6512017,The Burden of Undiagnosed Diabetes Mellitus in Adult African Populatio,en,244,30952,0,0.0,8418,8028,8028,3.856,4.6,False,71,30,176,3418,18
PMC4676825,"Gastrointestinal symptoms, inflammation and hypoalbuminemia in chronic",en,309,29015,0,0.0,11062,10549,8032,3.612,27.4,True,78,60,284,759,69
PMC5835263,Mitochondrial Genome Mutations Associated with Myocardial Infarction,en,266,27372,0,0.0,8539,8034,8034,3.407,5.9,False,68,50,192,2665,68
PMC9367874,How Is It to Live with Diabetes Mellitus? The Voices of the Diabetes M,en,317,37145,0,0.0,9673,9136,8035,4.623,16.9,True,120,24,204,477,11
PMC9355720,Finding Lung-Cancer-Related lncRNAs Based on Laplacian Regularized Lea,en,331,27810,0,0.0,12202,11687,8037,3.46,34.1,True,88,56,232,482,52
PMC12482903,A meta-analysis about the relationship of serum nesfatin-1 levels in p,en,306,30741,0,0.0,8651,8038,8038,3.824,7.1,False,93,35,170,2116,38
PMC9743545,"The costs of interventions for type 2 diabetes mellitus, hypertension ",en,339,34136,0,0.0,12545,11892,8054,4.238,35.8,True,97,16,200,1194,41
PMC13494960,Current Status of Multidisciplinary Team Consultation for Lung Cancer ,zh,168,17337,6535,0.377,8592,8057,8057,2.152,6.2,False,44,22,309,2488,0
PMC3877372,Effects of Baseline CSF α-Synuclein on Regional Brain Atrophy Rates in,en,232,30152,0,0.0,12400,10772,8057,3.742,35.0,True,61,105,302,579,9
PMC3750602,Prevalence of herbal and dietary supplement usage in Thai outpatients ,en,380,32635,0,0.0,11123,10637,8081,4.038,27.3,True,67,97,261,823,150
PMC3859216,Connected speech as a marker of disease progression in autopsy-proven ,en,257,35093,0,0.0,11062,10525,8092,4.337,26.8,True,53,135,345,573,42
PMC6372132,Wave intensity analysis in the internal carotid artery of hypertensive,en,235,31367,0,0.0,10075,9515,8093,3.876,19.7,True,64,117,259,496,26
PMC10820232,Left Ventricular Mass Index Predicts Renal Function Decline in Patient,en,318,29973,0,0.0,12448,11858,8098,3.701,34.9,True,74,61,231,1124,75
PMC1247478,"Lead, Diabetes, Hypertension, and Renal Function: The Normative Aging ",en,255,32763,0,0.0,10337,9488,8117,4.036,21.5,True,58,74,352,592,54
PMC4848912,Additive Effect of Non-Alcoholic Fatty Liver Disease on Metabolic Synd,en,272,28328,0,0.0,11945,11380,8125,3.487,32.0,True,57,87,329,1169,68
PMC3544747,Comparing Cognitive and Somatic Symptoms of Depression in Myocardial I,en,238,35959,0,0.0,11955,10916,8130,4.423,32.0,True,54,159,297,531,30
PMC3438025,Association between human cartilage glycoprotein 39 (YKL-40) and arter,en,292,28740,73,0.003,8659,8139,8139,3.531,6.0,False,80,49,209,1220,71
PMC6970546,High-Sensitivity Cardiac Troponin and the Universal Definition of Myoc,en,282,34224,0,0.0,12462,11489,8143,4.203,34.7,True,78,60,266,572,0
PMC12342259,Association between homocysteine levels and hypertension prevalence as,en,304,31124,0,0.0,11811,10959,8151,3.818,31.0,True,61,98,290,764,77
PMC9394018,Undergraduate nursing students’ knowledge of and attitudes toward peop,en,352,35439,0,0.0,11321,10614,8160,4.343,27.9,True,75,23,262,843,109
PMC8696230,Treatment of hypertension with angiotensin‐converting enzyme inhibitor,en,345,29107,0,0.0,12063,11004,8161,3.567,32.3,True,77,34,330,651,78
PMC3946345,Acupuncture Modulates Resting State Hippocampal Functional Connectivit,en,317,33123,0,0.0,12378,11599,8164,4.057,34.0,True,76,72,258,457,51
PMC12811966,Passive smoking and the risk of hypertension in nonsmoking adults: a s,en,287,31847,0,0.0,13081,12635,8166,3.9,37.6,True,72,31,338,1338,38
PMC9420096,A stronger association of diabetes mellitus with impaired hyperaemia u,en,257,34780,0,0.0,12507,11679,8167,4.259,34.7,True,80,38,276,577,0
PMC12212162,Recognition and diagnosis of Alzheimer’s Disease using T1-weighted mag,en,326,34821,0,0.0,11172,10743,8170,4.262,26.9,True,99,58,204,314,46
PMC6739800,Incidence of Acute Kidney Injury in Patients with Chronic Renal Insuff,en,211,29827,0,0.0,8622,8173,8173,3.649,5.2,False,50,43,362,2510,29
PMC7595287,"Prevalence, placenta development, and perinatal outcomes of women with",en,371,32058,0,0.0,14477,13595,8177,3.921,43.5,True,66,107,258,403,95
PMC10487958,Symptoms in Hypertensive Patients Presented to the Emergency Medical S,en,350,35735,0,0.0,11603,11044,8212,4.352,29.2,True,101,66,180,396,57
PMC8266602,Performance of the GRACE 2.0 score in patients with type 1 and type 2 ,en,314,31822,0,0.0,13327,11922,8215,3.874,38.4,True,66,69,309,569,55
PMC2753644,Chronic Obstructive Pulmonary Disease and Altered Risk of Lung Cancer ,en,330,31283,0,0.0,11814,11051,8219,3.806,30.4,True,57,80,351,468,107
PMC10768552,Prevalence of gestational diabetes mellitus and associated factors amo,en,257,31205,0,0.0,8846,8226,8226,3.793,7.0,False,53,95,343,2046,71
PMC4376775,Differential MR Delayed Enhancement Patterns of Chronic Myocardial Inf,en,269,31541,0,0.0,12198,11406,8237,3.829,32.5,True,66,71,264,596,0
PMC12352845,Cannabidiol improves learning and memory deficits and alleviates anxie,en,260,31974,0,0.0,15819,14637,8239,3.881,47.9,True,56,132,327,441,0
PMC12492052,Contemporary Incidence and Survival of Lung Neuroendocrine Neoplasms,en,334,30254,0,0.0,11670,10445,8249,3.668,29.3,True,80,35,231,913,48
PMC11988729,Assessing the Impact of Hypertension on Health-Related Quality of Life,en,328,33636,0,0.0,12155,11503,8254,4.075,32.1,True,57,89,346,755,119
